カード番号,カード名,カード種類,カードタイプ,色,レベル,コスト,パワー,効果テキスト,ライフバースト,使用タイミング
WXDi-P07-065,コードライド　レイラ//メモリア,シグニ,奏械：乗機,赤,2,-,5000,【自】：このシグニがアタックしたとき、ターン終了時まで、このシグニのパワーを自身の下にあるすべてのシグニのパワーの合計と同じだけ＋（プラス）する。その後、このシグニのパワーが15000以上の場合、《赤》《赤》《無》を支払ってもよい。そうした場合、対戦相手のシグニ１体を対象とし、それをバニッシュする。【出】：あなたのデッキの一番上のカードをこのシグニの下に置く。【起】《コインアイコン》：あなたのデッキの一番上のカードをこのシグニの下に置く。（シグニの下に置かれるカードは表向きである）,―,―
WXDi-P07-064,羅星　ジオールタ,シグニ,奏羅：宇宙,赤,2,-,5000,【出】：あなたのデッキの上からカードを３枚公開し、それらのカードを好きな順番でデッキの一番下に置く。その後、この方法で公開されたすべてのカードがレベル１のシグニの場合、対戦相手のパワー3000以下のシグニ１体を対象とし、それをバニッシュする。,―,―
WXDi-P07-068,仮面の伝説,スペル,-,赤,-,《赤》×１,-,ベット―《コインアイコン》《コインアイコン》（このスペルを使用する際、使用コストとして追加で《コインアイコン》《コインアイコン》を支払ってもよい）対戦相手のパワー8000以下のシグニ１体を対象とし、それをバニッシュする。あなたがベットしていた場合、代わりに対戦相手のシグニ１体を対象とし、それをバニッシュする。,ライフバースト：対戦相手のアップ状態のシグニ１体を対象とし、それをバニッシュする。,―
WXDi-P07-057,幻白水　ウナ,シグニ,奏生：水獣,白,2,-,8000,【常】：対戦相手のアタックフェイズの間、あなたの手札が４枚以上あるかぎり、このシグニは【シャドウ】を得る。（このシグニは対戦相手によって対象にされない）【出】《コインアイコン》《コインアイコン》：カードを１枚引く。,ライフバースト：ターン終了時まで、対戦相手のすべてのシグニは能力を失う。カードを１枚引く。,―
WXDi-P07-062,羅寂石　ルリル,シグニ,奏羅：宝石,赤,1,-,7000,【出】：あなたの場に他の＜宝石＞のシグニがない場合、あなたは手札を１枚捨てる。（コストのない【出】能力は発動しないことを選べない）,ライフバースト：対戦相手のパワー8000以下のシグニ１体を対象とし、それをバニッシュする。,―
WXDi-P07-074,羅植　フジノハナ,シグニ,奏羅：植物,青,2,-,3000,【出】《コインアイコン》：【エナチャージ１】（あなたのデッキの一番上のカードをエナゾーンに置く）,―,―
WXDi-P07-067,紅将　ギルガメジ,シグニ,奏像：武勇,赤,3,-,12000,【ライズ】あなたの赤のシグニ１体の上に置く（この条件を満たさなければ場に出せない）【出】《赤》《赤》《赤》：ターン終了時まで、このシグニは【ダブルクラッシュ】を得る。（アタックによるダメージでライフクロスを２枚クラッシュする）【起】《コインアイコン》《コインアイコン》《コインアイコン》《コインアイコン》《コインアイコン》：ターン終了時まで、このシグニは【アサシン】を得る。（このシグニがアタックすると正面のシグニとバトルをせず対戦相手にダメージを与える）,―,―
WXDi-P07-058,幻怪　カラテン,シグニ,奏生：怪異,白,3,-,10000,【自】《ターン１回》：【出】能力を持つあなたのシグニ１体が場に出たとき、【エナチャージ１】をする。（その【出】能力より先にこの能力を発動できる）【起】《ターン１回》《白》《無》《コインアイコン》《コインアイコン》：あなたのトラッシュから《ガードアイコン》を持つシグニ１枚を対象とし、それを手札に加える。,―,―
WXDi-P07-060,紅天　ヒュペリオン,シグニ,奏像：天使,赤,1,-,3000,【常】：このシグニが覚醒状態であるかぎり、このシグニのパワーは＋2000され、このシグニは「【自】：このシグニがアタックしたとき、対戦相手のパワー3000以下のシグニ１体を対象とし、それをバニッシュする。」を得る。【自】：あなたのターン終了時、このシグニは覚醒する。（シグニは覚醒すると場にあるかぎり覚醒状態になる）,―,―
WXDi-P07-059,サーブ・カラー,スペル,-,白,-,《白》×１,-,ベット―《コインアイコン》カードを１枚引く。その後、色１つを宣言する。あなたのシグニ１体を対象とし、次の対戦相手のターン終了時まで、それは①を得る。あなたがベットしていた場合、代わりに②を得る。①「【常】：対戦相手のターンの間、これは【シャドウ（宣言された色のシグニ）】を得る。」②「【常】：対戦相手のターンの間、これは【シャドウ（宣言された色）】を得る。」,ライフバースト：対戦相手のアップ状態のシグニ１体を対象とし、それを手札に戻す。,―
WXDi-P07-054,聖天　タウィル//メモリア,シグニ,奏像：天使,白,2,-,8000,【常】：あなたのトラッシュに＜天使＞のシグニが７枚以上あるかぎり、このシグニのパワーは＋4000される。【常】：対戦相手のターンの間、あなたのトラッシュに白のシグニが７枚以上あるかぎり、このシグニは【シャドウ（赤）】を得る。（このシグニは対戦相手の赤の能力と効果によって対象にされない）,ライフバースト：あなたのデッキの上からカードを３枚見る。その中からシグニ１枚を公開し手札に加えるか場に出し、残りを好きな順番でデッキの一番下に置く。,―
WXDi-P07-070,羅石　カイヤナイト,シグニ,奏羅：宝石,青,1,-,2000,【自】：あなたのターン終了時、このシグニがアップ状態の場合、あなたのデッキの一番上を公開する。そのカードが青の場合、カードを１枚引く。,―,―
WXDi-P07-071,羅植　ヒヤシンス,シグニ,奏羅：植物,青,1,-,2000,【出】手札を１枚捨てる：このターン終了時、【エナチャージ１】をする。（【出】能力の：の左側はコストである。コストを支払わず発動しないことを選んでもよい）,ライフバースト：カードを２枚引き【エナチャージ１】をする。,―
WXDi-P07-066,コードライド　バギーカー,シグニ,奏械：乗機,赤,2,-,10000,―,ライフバースト：どちらか１つを選ぶ。①対戦相手のパワー5000以下のシグニ１体を対象とし、それをバニッシュする。②対戦相手のパワー12000以下のシグニ１体を対象とし、《コインアイコン》を支払ってもよい。そうした場合、それをバニッシュする。,―
WXDi-P07-069,蒼魔　スキュラ,シグニ,奏像：悪魔,青,1,-,3000,【自】：このシグニがアタックしたとき、対戦相手は手札を１枚捨てる。【出】：あなたは手札を１枚捨てる。（コストのない【出】能力は発動しないことを選べない）,―,―
WXDi-P07-075,コードパレス　リュウジョウ,シグニ,奏械：迷宮,青,2,-,5000,【自】：あなたのアタックフェイズ開始時、このターンにこのシグニが手札以外の領域から場に出ていた場合、カードを１枚引くか、対戦相手は手札を１枚捨てる。,―,―
WXDi-P07-056,聖美　ガクブチ,シグニ,奏像：美巧,白,2,-,8000,【常】：対戦相手のターンの間、このシグニがアップ状態であるかぎり、このシグニのパワーは＋4000される。【自】《ターン１回》：あなたのルリグ１体がアタックしたとき、あなたのシグニ１体を対象とし、それをアップする。,―,―
WXDi-P07-082,羅星　コルト,シグニ,奏羅：宇宙,緑,2,-,5000,【自】：このシグニがアタックしたとき、あなたのトラッシュから《ガードアイコン》を持たないレベル１のシグニ１枚を対象とし、それをエナゾーンに置く。,―,―
